-1,2010,1,364,409.04
0,2010,1,0,0.25143
5,2010,1,0,0.97067
10,2010,1,6,7.0497
15,2010,1,134,127.03
20,2010,1,184,181.36
25,2010,1,138,146.1
30,2010,1,90,92.205
35,2010,1,75,76.169
40,2010,1,60,61.907
45,2010,1,55,53.008
50,2010,1,45,37.273
55,2010,1,29,20.397
60,2010,1,19,13.202
65,2010,1,7,6.4363
70,2010,1,5,4.2889
75,2010,1,6,2.1185
80,2010,1,1,1.9718
85,2010,1,1,1.4543
90,2010,1,1,1.3179
95,2010,1,0,1.9598
-1,2010,2,275,356.49
0,2010,2,0,-0.58592
5,2010,2,0,1.3003
10,2010,2,10,6.5022
15,2010,2,97,118
20,2010,2,136,167.06
25,2010,2,141,136.63
30,2010,2,81,89.244
35,2010,2,57,72.151
40,2010,2,46,57.86
45,2010,2,42,48.401
50,2010,2,36,39.154
55,2010,2,23,19.776
60,2010,2,13,14.709
65,2010,2,5,7.4963
70,2010,2,5,5.0237
75,2010,2,4,3.1208
80,2010,2,1,2.1455
85,2010,2,2,1.2591
90,2010,2,0,0.6541
95,2010,2,0,2.0132
-1,2010,3,413,376.28
0,2010,3,0,-1.1163
5,2010,3,0,0.90721
10,2010,3,6,9.2336
15,2010,3,102,117.51
20,2010,3,206,169.02
25,2010,3,147,136.41
30,2010,3,106,88.276
35,2010,3,78,67.988
40,2010,3,60,59.329
45,2010,3,48,52.281
50,2010,3,33,39.766
55,2010,3,18,21.437
60,2010,3,13,14.982
65,2010,3,13,8.2041
70,2010,3,4,4.216
75,2010,3,7,3.1514
80,2010,3,3,2.7153
85,2010,3,1,0.40673
90,2010,3,1,1.043
95,2010,3,0,2.4555
-1,2010,4,426,416.15
0,2010,4,0,-1.0751
5,2010,4,0,0.95956
10,2010,4,2,10.154
15,2010,4,132,119.41
20,2010,4,185,188.53
25,2010,4,155,143.54
30,2010,4,114,93.432
35,2010,4,88,75.804
40,2010,4,65,60.589
45,2010,4,44,51.834
50,2010,4,35,38.138
55,2010,4,29,22.016
60,2010,4,24,15.297
65,2010,4,13,6.9992
70,2010,4,1,3.346
75,2010,4,2,3.8015
80,2010,4,5,1.721
85,2010,4,1,0.29407
90,2010,4,0,0.63262
95,2010,4,0,1.3737
-1,2010,5,432,447.65
0,2010,5,0,-0.50485
5,2010,5,0,0.852
10,2010,5,3,8.688
15,2010,5,120,120.52
20,2010,5,186,189
25,2010,5,149,152.95
30,2010,5,109,98.855
35,2010,5,88,75.955
40,2010,5,72,61.615
45,2010,5,52,50.011
50,2010,5,52,37.07
55,2010,5,24,23.689
60,2010,5,19,15.945
65,2010,5,10,8.2654
70,2010,5,8,3.0199
75,2010,5,8,3.7021
80,2010,5,4,1.7289
85,2010,5,1,0.58242
90,2010,5,0,0.89207
95,2010,5,0,1.457
-1,2010,6,437,473.29
0,2010,6,0,-1.1275
5,2010,6,0,1.3845
10,2010,6,6,6.321
15,2010,6,138,128.07
20,2010,6,195,196.63
25,2010,6,125,142.8
30,2010,6,98,104.9
35,2010,6,84,83.026
40,2010,6,64,63.774
45,2010,6,61,53.493
50,2010,6,31,38.845
55,2010,6,32,24.042
60,2010,6,19,15.978
65,2010,6,12,8.06
70,2010,6,5,3.6143
75,2010,6,3,3.6835
80,2010,6,2,1.4004
85,2010,6,2,1.1454
90,2010,6,1,0.98498
95,2010,6,0,1.5358
-1,2010,7,491,506.53
0,2010,7,0,-1.3614
5,2010,7,5,0.95956
10,2010,7,10,11.239
15,2010,7,138,126.45
20,2010,7,205,203.15
25,2010,7,140,145.48
30,2010,7,130,107.59
35,2010,7,91,81.697
40,2010,7,59,65.003
45,2010,7,46,51.815
50,2010,7,35,37.854
55,2010,7,31,25.404
60,2010,7,18,15.156
65,2010,7,7,7.9694
70,2010,7,6,3.7038
75,2010,7,2,3.5166
80,2010,7,3,1.5781
85,2010,7,1,0.64859
90,2010,7,0,0.99631
95,2010,7,1,1.5075
-1,2010,8,469,448.25
0,2010,8,0,-1.0155
5,2010,8,1,2.1845
10,2010,8,10,8.6721
15,2010,8,128,141.99
20,2010,8,188,206.41
25,2010,8,149,146.45
30,2010,8,117,108.28
35,2010,8,92,85.392
40,2010,8,60,65.483
45,2010,8,54,50.545
50,2010,8,37,35.704
55,2010,8,20,24.402
60,2010,8,18,15.858
65,2010,8,4,11.215
70,2010,8,9,3.7468
75,2010,8,4,3.9405
80,2010,8,2,2.3255
85,2010,8,2,0.85968
90,2010,8,0,0.92454
95,2010,8,0,1.5582
-1,2010,9,411,447.15
0,2010,9,0,-1.1124
5,2010,9,0,1.9345
10,2010,9,3,8.0561
15,2010,9,102,133.28
20,2010,9,194,186.04
25,2010,9,130,147.81
30,2010,9,113,106.57
35,2010,9,85,85.081
40,2010,9,62,60.754
45,2010,9,61,48.18
50,2010,9,48,38.397
55,2010,9,18,25.551
60,2010,9,10,17.204
65,2010,9,3,8.8079
70,2010,9,2,3.4457
75,2010,9,4,2.3791
80,2010,9,2,2.4309
85,2010,9,3,1.0297
90,2010,9,1,0.65379
95,2010,9,0,1.575
-1,2010,10,460,420.01
0,2010,10,0,-1.0434
5,2010,10,0,1.0249
10,2010,10,4,7.3079
15,2010,10,111,121.28
20,2010,10,199,188.8
25,2010,10,117,133.13
30,2010,10,104,106.82
35,2010,10,76,79.847
40,2010,10,70,62.425
45,2010,10,41,52.837
50,2010,10,43,39.162
55,2010,10,23,23.545
60,2010,10,15,16.125
65,2010,10,14,7.2481
70,2010,10,4,5.1741
75,2010,10,3,2.9239
80,2010,10,6,1.7248
85,2010,10,1,1.1376
90,2010,10,1,0.59465
95,2010,10,0,1.5211
-1,2010,11,437,450.55
0,2010,11,1,-1.0295
5,2010,11,0,0.9891
10,2010,11,1,6.1092
15,2010,11,118,112.31
20,2010,11,155,186.28
25,2010,11,142,130.88
30,2010,11,93,99.352
35,2010,11,75,79.627
40,2010,11,56,61.057
45,2010,11,50,49.91
50,2010,11,46,37.388
55,2010,11,20,22.538
60,2010,11,9,14.074
65,2010,11,7,7.6759
70,2010,11,3,3.6954
75,2010,11,2,1.6486
80,2010,11,0,1.5057
85,2010,11,0,1.1111
90,2010,11,1,0.93708
95,2010,11,0,1.6656
-1,2010,12,440,429.78
0,2010,12,0,0.37059
5,2010,12,0,1.9127
10,2010,12,6,6.5265
15,2010,12,100,115.91
20,2010,12,129,170.82
25,2010,12,112,136.5
30,2010,12,103,103.48
35,2010,12,69,78.732
40,2010,12,46,60.442
45,2010,12,46,49.594
50,2010,12,41,38.855
55,2010,12,24,22.956
60,2010,12,14,13.253
65,2010,12,9,6.2942
70,2010,12,8,4.2302
75,2010,12,2,1.9585
80,2010,12,3,1.6784
85,2010,12,0,1.3159
90,2010,12,0,0.62568
95,2010,12,0,1.8681
-1,2011,1,384,397.57
0,2011,1,1,-0.85665
5,2011,1,0,1.0755
10,2011,1,7,8.1783
15,2011,1,107,117.28
20,2011,1,167,163.07
25,2011,1,141,129.55
30,2011,1,104,100.61
35,2011,1,72,76.845
40,2011,1,67,56.672
45,2011,1,47,50.437
50,2011,1,47,40.36
55,2011,1,16,20.549
60,2011,1,20,13.393
65,2011,1,15,5.9724
70,2011,1,6,4.7068
75,2011,1,2,2.3038
80,2011,1,2,1.8521
85,2011,1,0,1.4199
90,2011,1,1,0.87344
95,2011,1,0,1.4749
-1,2011,2,261,320.42
0,2011,2,0,-0.77925
5,2011,2,1,1.0015
10,2011,2,3,9.3967
15,2011,2,83,101.11
20,2011,2,147,156.39
25,2011,2,118,132.21
30,2011,2,76,96.089
35,2011,2,57,69.86
40,2011,2,58,57.389
45,2011,2,42,47.785
50,2011,2,33,41.229
55,2011,2,21,19.285
60,2011,2,12,12.306
65,2011,2,5,6.9294
70,2011,2,7,2.7302
75,2011,2,1,2.0106
80,2011,2,0,1.8893
85,2011,2,1,0.96361
90,2011,2,0,1.1798
95,2011,2,0,1.4397
-1,2011,3,371,372.49
0,2011,3,0,-0.87677
5,2011,3,1,1.248
10,2011,3,4,6.9669
15,2011,3,121,98.158
20,2011,3,159,173.46
25,2011,3,112,129.32
30,2011,3,113,92.815
35,2011,3,59,69.995
40,2011,3,49,61.484
45,2011,3,49,45.516
50,2011,3,45,39.698
55,2011,3,30,20.831
60,2011,3,10,12.835
65,2011,3,3,9.0673
70,2011,3,7,3.9705
75,2011,3,2,1.6121
80,2011,3,1,2.206
85,2011,3,0,0.59509
90,2011,3,0,1.1772
95,2011,3,0,1.457
-1,2011,4,431,387.95
0,2011,4,0,-0.89006
5,2011,4,1,1.386
10,2011,4,6,5.1651
15,2011,4,115,116.49
20,2011,4,184,166.89
25,2011,4,133,130.47
30,2011,4,105,97.679
35,2011,4,75,68.631
40,2011,4,59,56.257
45,2011,4,53,47.234
50,2011,4,43,38.717
55,2011,4,27,22.768
60,2011,4,14,12.695
65,2011,4,11,7.8128
70,2011,4,8,4.6346
75,2011,4,2,1.3782
80,2011,4,1,0.66106
85,2011,4,0,0.32047
90,2011,4,0,1.1365
95,2011,4,0,1.6939
-1,2011,5,437,427.9
0,2011,5,0,-1.0265
5,2011,5,0,1.3185
10,2011,5,10,7.3017
15,2011,5,133,114.91
20,2011,5,203,173.13
25,2011,5,150,131.06
30,2011,5,124,99.264
35,2011,5,79,71.054
40,2011,5,70,57.451
45,2011,5,55,47.077
50,2011,5,48,39.822
55,2011,5,17,22.509
60,2011,5,20,13.692
65,2011,5,7,8.0514
70,2011,5,2,5.9797
75,2011,5,3,1.3961
80,2011,5,5,1.1915
85,2011,5,3,0.49103
90,2011,5,0,0.98635
95,2011,5,0,1.5075
-1,2011,6,440,459.69
0,2011,6,0,-0.865
5,2011,6,0,1.0888
10,2011,6,2,9.1811
15,2011,6,114,130.2
20,2011,6,170,191.37
25,2011,6,140,136.57
30,2011,6,106,105.76
35,2011,6,79,75.67
40,2011,6,55,61.847
45,2011,6,61,51.298
50,2011,6,46,40.214
55,2011,6,21,22.237
60,2011,6,20,13.98
65,2011,6,6,8.5197
70,2011,6,10,5.2761
75,2011,6,3,1.8358
80,2011,6,0,0.772
85,2011,6,2,0.36896
90,2011,6,1,0.93374
95,2011,6,0,1.4749
-1,2011,7,498,486.17
0,2011,7,0,-1.1275
5,2011,7,1,3.1258
10,2011,7,2,8.6243
15,2011,7,129,122.35
20,2011,7,208,186.62
25,2011,7,155,139.78
30,2011,7,119,108.41
35,2011,7,72,75.751
40,2011,7,62,60.496
45,2011,7,44,53.154
50,2011,7,59,39.968
55,2011,7,22,23.334
60,2011,7,17,13.176
65,2011,7,12,5.5549
70,2011,7,6,5.0449
75,2011,7,1,1.2846
80,2011,7,0,0.90846
85,2011,7,1,0.93567
90,2011,7,1,0.48516
95,2011,7,1,1.4003
-1,2011,8,430,481.1
0,2011,8,0,-1.2109
5,2011,8,1,1.8464
10,2011,8,4,7.7438
15,2011,8,114,125.43
20,2011,8,187,190.84
25,2011,8,139,146.04
30,2011,8,133,110.17
35,2011,8,90,74.808
40,2011,8,57,61.308
45,2011,8,52,49.488
50,2011,8,46,43.876
55,2011,8,27,23.75
60,2011,8,13,14.243
65,2011,8,8,6.8184
70,2011,8,4,5.355
75,2011,8,5,1.3711
80,2011,8,2,0.98073
85,2011,8,1,0.67431
90,2011,8,0,0.71036
95,2011,8,1,1.4726
-1,2011,9,410,404.39
0,2011,9,0,-1.0295
5,2011,9,0,1.5689
10,2011,9,3,6.2721
15,2011,9,90,111.15
20,2011,9,179,189.04
25,2011,9,158,137.7
30,2011,9,109,112.41
35,2011,9,69,79.806
40,2011,9,59,59.995
45,2011,9,63,52.028
50,2011,9,50,43.06
55,2011,9,24,21.75
60,2011,9,12,14.936
65,2011,9,11,8.2618
70,2011,9,4,5.3876
75,2011,9,4,2.2464
80,2011,9,0,1.0575
85,2011,9,1,0.8389
90,2011,9,1,0.89209
95,2011,9,1,1.4726
-1,2011,10,456,442.74
0,2011,10,0,-1.0434
5,2011,10,0,1.091
10,2011,10,5,7.1036
15,2011,10,106,107.03
20,2011,10,168,187.54
25,2011,10,116,138.73
30,2011,10,83,109.69
35,2011,10,87,75.392
40,2011,10,55,59.912
45,2011,10,58,51.374
50,2011,10,46,43.933
55,2011,10,21,21.066
60,2011,10,9,16.158
65,2011,10,5,7.8262
70,2011,10,9,4.2855
75,2011,10,4,2.3468
80,2011,10,4,1.6207
85,2011,10,4,1.6945
90,2011,10,0,0.96014
95,2011,10,1,1.7925
-1,2011,11,431,430.11
0,2011,11,0,-0.70181
5,2011,11,0,0.96356
10,2011,11,6,4.8985
15,2011,11,103,108.14
20,2011,11,147,166.87
25,2011,11,137,134.69
30,2011,11,80,96.157
35,2011,11,67,77.295
40,2011,11,65,56.606
45,2011,11,48,52.739
50,2011,11,20,43.44
55,2011,11,21,20.535
60,2011,11,17,14.835
65,2011,11,6,7.6526
70,2011,11,5,5.1299
75,2011,11,0,2.0123
80,2011,11,4,0.6375
85,2011,11,2,0.93462
90,2011,11,0,1.1891
95,2011,11,1,1.8766
-1,2011,12,436,426.45
0,2011,12,1,-0.91846
5,2011,12,0,1.0558
10,2011,12,3,6.8686
15,2011,12,98,104.82
20,2011,12,164,152.85
25,2011,12,134,130.07
30,2011,12,92,99.255
35,2011,12,67,71.471
40,2011,12,58,58.444
45,2011,12,65,51.462
50,2011,12,31,41.457
55,2011,12,24,22.971
60,2011,12,12,13.684
65,2011,12,14,7.5767
70,2011,12,1,4.5103
75,2011,12,4,2.6382
80,2011,12,2,0.97297
85,2011,12,2,1.0086
90,2011,12,1,1.0846
95,2011,12,0,2.0672
-1,2012,1,357,411.06
0,2012,1,1,-0.39804
5,2012,1,1,1.1448
10,2012,1,2,7.3503
15,2012,1,125,102.7
20,2012,1,183,164.5
25,2012,1,156,135.53
30,2012,1,103,99.172
35,2012,1,72,74.449
40,2012,1,52,59.401
45,2012,1,39,55.487
50,2012,1,53,40.612
55,2012,1,26,23.344
60,2012,1,11,12.246
65,2012,1,7,7.3364
70,2012,1,5,3.5394
75,2012,1,2,2.8258
80,2012,1,6,1.3544
85,2012,1,1,1.3014
90,2012,1,0,0.91217
95,2012,1,0,2.2044
-1,2012,2,299,316.76
0,2012,2,0,-0.603
5,2012,2,0,1.5086
10,2012,2,4,5.1294
15,2012,2,75,101.45
20,2012,2,139,162.74
25,2012,2,98,137.62
30,2012,2,100,92.218
35,2012,2,67,68.726
40,2012,2,62,55.824
45,2012,2,60,50.435
50,2012,2,20,37.185
55,2012,2,16,22.33
60,2012,2,20,12.872
65,2012,2,9,8.1988
70,2012,2,5,3.9728
75,2012,2,1,2.4722
80,2012,2,4,1.6356
85,2012,2,0,1.4476
90,2012,2,2,1.1625
95,2012,2,0,2.0196
-1,2012,3,368,374.91
0,2012,3,1,-0.9164
5,2012,3,2,1.4309
10,2012,3,5,6.0778
15,2012,3,110,102.88
20,2012,3,190,157.65
25,2012,3,149,117.83
30,2012,3,108,97.214
35,2012,3,64,69.807
40,2012,3,63,58.902
45,2012,3,41,53.983
50,2012,3,41,35.655
55,2012,3,20,22.294
60,2012,3,16,12.959
65,2012,3,15,7.4293
70,2012,3,8,4.719
75,2012,3,7,2.5383
80,2012,3,4,2.661
85,2012,3,0,1.862
90,2012,3,1,0.80003
95,2012,3,0,1.9914
-1,2012,4,394,397.52
0,2012,4,0,-0.76429
5,2012,4,0,1.8906
10,2012,4,4,7.3138
15,2012,4,114,103.49
20,2012,4,172,173.35
25,2012,4,138,134.19
30,2012,4,106,99.013
35,2012,4,89,70.782
40,2012,4,76,61.191
45,2012,4,58,50.485
50,2012,4,32,32.208
55,2012,4,22,22.707
60,2012,4,20,14.763
65,2012,4,7,8.7357
70,2012,4,6,3.4995
75,2012,4,4,2.1473
80,2012,4,3,2.7331
85,2012,4,3,1.0611
90,2012,4,1,0.8271
95,2012,4,1,1.682
-1,2012,5,450,407.25
0,2012,5,0,-0.69854
5,2012,5,0,1.288
10,2012,5,5,7.9167
15,2012,5,80,113.81
20,2012,5,202,179.6
25,2012,5,116,140.28
30,2012,5,100,104.61
35,2012,5,86,76.109
40,2012,5,77,63.876
45,2012,5,58,52.022
50,2012,5,39,37.336
55,2012,5,30,21.984
60,2012,5,14,14.509
65,2012,5,10,10.273
70,2012,5,6,3.3603
75,2012,5,3,2.4844
80,2012,5,1,2.4402
85,2012,5,3,0.9285
90,2012,5,0,1.0076
95,2012,5,0,1.4047
-1,2012,6,456,441.47
0,2012,6,0,-0.89006
5,2012,6,1,1.0678
10,2012,6,1,5.6543
15,2012,6,99,103.92
20,2012,6,192,182.55
25,2012,6,124,131.47
30,2012,6,114,101.49
35,2012,6,68,80.1
40,2012,6,64,66.918
45,2012,6,43,53.489
50,2012,6,34,37.936
55,2012,6,27,24.591
60,2012,6,13,14.617
65,2012,6,5,8.0779
70,2012,6,5,4.561
75,2012,6,4,2.0086
80,2012,6,1,3.1053
85,2012,6,1,0.54967
90,2012,6,1,1.0549
95,2012,6,1,1.6257
